icpsr	congress	dem	majority	female	afam	latino	votepct	dwnom1	meddist	chair	subchr	seniority	state_leg	south	s_bills	s_aic	s_abc	s_pass	all_bills	all_aic	all_abc	all_pass
15010	98	1	1	0	0	0	50	-.31200001	.186	0	0	1	1	1	6	4	1	1	8	6	3	3
15010	99	1	1	0	0	0	52	-.30500001	.20200001	0	0	2	1	1	16	10	6	6	18	11	7	7
15010	100	1	1	0	0	0	100	-.29899999	.17299999	0	0	3	1	1	14	6	0	0	17	9	2	2
15010	101	1	1	0	0	0	63	-.292	.16049999	0	0	4	1	1	9	6	0	0	12	9	1	0
15010	102	1	1	0	0	0	97	-.285	.134	0	1	5	1	1	14	6	1	1	18	10	5	5
15010	103	1	1	0	0	0	63	-.27900001	.12100001	0	1	6	1	1	19	6	0	0	27	14	8	6
15010	104	1	0	0	0	0	59	-.27200001	.45500001	0	0	7	1	1	1	0	0	0	1	0	0	0
15010	105	1	0	0	0	0	65	-.26499999	.45649999	0	0	8	1	1	2	0	0	0	3	0	0	0
15010	106	1	0	0	0	0	61	-.259	.417	0	0	9	1	1	2	1	0	0	3	1	0	0
15010	107	1	0	0	0	0	70	-.252	.45500001	0	0	10	1	1	4	0	0	0	4	0	0	0
15010	108	1	0	0	0	0	66	-.245	.5	0	0	11	1	1	4	1	0	0	4	1	0	0
15010	109	1	0	0	0	0	59	-.23899999	.542	0	0	12	1	1	8	2	2	2	8	2	2	2
15010	110	1	1	0	0	0	68	-.23199999	.054999992	0	1	13	1	1	21	10	10	4	21	10	10	4
15011	98	1	1	1	0	0	52	-.54100001	.41500002	0	0	1	0	0	14	1	1	0	16	3	3	2
15011	99	1	1	1	0	0	68	-.51499999	.412	0	0	2	0	0	11	4	0	0	12	4	0	0
15011	100	1	1	1	0	0	74	-.48899999	.36300001	0	0	3	0	0	17	2	0	0	20	3	1	0
15011	101	1	1	1	0	0	73	-.46200001	.33050001	0	1	4	0	0	30	1	0	0	34	2	1	0
15011	102	1	1	1	0	0	68	-.43599999	.285	0	1	5	0	0	25	3	0	0	28	5	1	0
15012	98	1	1	0	0	0	54	-.177	.051000003	0	0	1	0	1	1	1	0	0	2	2	1	1
15013	98	1	1	0	0	0	65	-.31600001	.19000001	0	0	1	1	1	5	2	0	0	7	3	1	1
15013	99	1	1	0	0	0	100	-.333	.23	0	0	2	1	1	18	5	3	3	20	7	5	5
15013	100	1	1	0	0	0	59	-.34900001	.223	0	0	3	1	1	17	1	0	0	19	2	2	2
15013	101	1	1	0	0	0	61	-.366	.23449999	0	0	4	1	1	23	5	0	0	25	6	1	1
15013	102	1	1	0	0	0	60	-.38299999	.23199999	0	0	5	1	1	19	3	0	0	20	4	0	0
15013	103	1	1	0	0	0	59	-.39899999	.24099998	0	1	6	1	1	10	3	1	0	12	4	1	0
15013	104	1	0	0	0	0	50	-.41600001	.59900004	0	0	7	1	1	6	0	0	0	6	0	0	0
15014	98	0	0	0	0	0	65	.583	.70899999	0	0	1	1	0	7	1	0	0	7	1	0	0
15014	99	0	0	0	0	0	73	.58999997	.69299996	0	0	2	1	0	12	0	0	0	13	0	0	0
15014	100	0	0	0	0	0	68	.597	.72299999	0	0	3	1	0	12	0	0	0	13	0	0	0
15014	101	0	0	0	0	0	73	.60399997	.73549998	0	0	4	1	0	13	2	0	0	13	2	0	0
15014	102	0	0	0	0	0	63	.611	.76200002	0	0	5	1	0	11	0	0	0	11	0	0	0
15014	103	0	0	0	0	0	72	.61699998	.77499998	0	0	6	1	0	11	0	0	0	11	0	0	0
15014	104	0	1	0	0	0	77	.62400001	.44100001	0	1	7	1	0	14	0	0	0	15	1	1	1
15014	105	0	1	0	0	0	75	.63099998	.43949997	1	0	8	1	0	17	3	3	3	20	6	6	6
15014	106	0	1	0	0	0	72	.63800001	.48000002	1	0	9	1	0	14	1	2	2	14	1	2	2
15014	107	0	1	0	0	0	70	.64499998	.44199997	1	0	10	1	0	16	2	3	3	17	2	3	3
15014	108	0	1	0	0	0	72	.65100002	.39600003	0	1	11	1	0	6	0	0	0	7	0	0	0
15014	109	0	1	0	0	0	72	.65799999	.35499999	0	1	12	1	0	10	0	0	0	11	0	0	0
15014	110	0	0	0	0	0	65	.66500002	.84200001	0	0	13	1	0	58	0	0	0	58	0	0	0
15015	98	1	1	0	0	0	52	-.125	.001	0	0	1	0	0	7	0	0	0	8	0	0	0
15015	99	1	1	0	0	0	58	-.13500001	.032000005	0	0	2	0	0	10	1	0	0	13	2	1	1
15015	100	1	1	0	0	0	66	-.145	.018999996	0	0	3	0	0	13	1	1	1	15	1	1	1
15015	101	1	1	0	0	0	68	-.155	.023500001	0	0	4	0	0	11	1	0	0	12	1	0	0
15015	102	1	1	0	0	0	66	-.16500001	.014000007	0	1	5	0	0	19	3	4	4	22	6	7	7
15016	98	0	0	0	0	0	57	.18799999	.31399998	0	0	1	1	0	1	0	0	0	2	0	0	0
15016	99	0	0	0	0	0	62	.214	.317	0	0	2	1	0	5	0	0	0	5	0	0	0
15016	100	0	0	0	0	0	65	.241	.36699998	0	0	3	1	0	7	0	0	0	8	1	1	1
15016	101	0	0	0	0	0	71	.26699999	.3985	0	0	4	1	0	17	0	0	0	18	0	0	0
15016	102	0	0	0	0	0	56	.29300001	.44400001	0	0	5	1	0	16	1	0	0	16	1	0	0
15017	100	1	1	0	0	0	51	-.212	.085999995	0	0	1	1	1	2	0	0	0	3	1	1	1
15017	101	1	1	0	0	0	50	-.212	.080499999	0	0	2	1	1	2	1	1	1	2	1	1	1
15018	98	1	1	0	0	0	54	-.32300001	.19700001	0	0	1	1	1	7	1	0	0	7	1	0	0
15018	99	1	1	0	0	0	57	-.35100001	.24800001	0	0	2	1	1	4	1	1	1	5	1	1	1
15018	100	1	1	0	0	0	66	-.37799999	.252	0	0	3	1	1	7	4	2	2	9	5	4	3
15018	101	1	1	0	0	0	100	-.405	.2735	0	0	4	1	1	13	2	1	1	15	3	2	2
15018	102	1	1	0	0	0	96	-.433	.28200001	0	0	5	1	1	4	0	0	0	7	1	1	1
15018	103	1	1	0	0	0	52	-.46000001	.30200002	0	1	6	1	1	4	0	0	0	7	2	2	1
15018	104	1	0	0	0	0	57	-.48699999	.67000002	0	0	7	1	1	7	0	0	0	10	2	2	2
15019	98	1	1	0	0	0	66	-.12899999	.0029999933	0	0	1	0	1	1	0	0	0	1	0	0	0
15019	99	1	1	0	0	0	75	-.139	.035999998	0	0	2	0	1	5	0	0	0	5	0	0	0
15019	100	1	1	0	0	0	100	-.15000001	.024000006	0	0	3	0	1	4	0	0	0	5	0	0	0
15019	101	1	1	0	0	0	100	-.16	.028499996	0	0	4	0	1	12	2	2	1	14	4	3	2
15019	102	1	1	0	0	0	67	-.17	.019000001	0	0	5	0	1	8	0	0	0	9	1	0	0
15019	103	1	1	0	0	0	64	-.18000001	.022000007	0	0	6	0	1	5	0	0	0	6	1	0	0
15019	108	1	0	0	0	0	64	-.191	.44600001	0	0	1	1	1	7	0	0	0	7	0	0	0
15019	109	1	0	0	0	0	69	-.20100001	.50400001	0	0	2	1	1	8	0	0	0	8	0	0	0
15019	110	1	1	0	0	0	69	-.211	.033999994	0	0	3	1	1	10	2	1	1	10	2	1	1
15020	98	0	0	0	0	0	56	.34900001	.47499999	0	0	1	1	0	0	0	0	0	0	0	0	0
15020	99	0	0	0	0	0	74	.34900001	.45199999	0	0	2	1	0	1	1	0	0	2	1	0	0
15020	100	0	0	0	0	0	100	.34900001	.47499999	0	0	3	1	0	4	0	0	0	6	0	0	0
15020	101	0	0	0	0	0	74	.34900001	.48050001	0	0	4	1	0	2	0	0	0	2	0	0	0
15021	98	1	1	0	0	0	50	-.21699999	.090999991	0	0	1	0	0	6	0	0	0	6	0	0	0
15021	99	1	1	0	0	0	61	-.25799999	.15499999	0	0	2	0	0	4	3	0	0	4	3	0	0
15021	100	1	1	0	0	0	68	-.29800001	.17200001	0	0	3	0	0	3	0	0	0	4	1	0	0
15021	101	1	1	0	0	0	69	-.33899999	.20749998	0	0	4	0	0	13	1	0	0	13	1	0	0
15021	102	1	1	0	0	0	66	-.38	.229	0	1	5	0	0	13	1	1	1	13	1	1	1
15021	103	1	1	0	0	0	57	-.41999999	.26199999	0	1	6	0	0	11	3	1	1	14	6	3	3
15021	104	1	0	0	0	0	55	-.461	.64399999	0	0	7	0	0	9	0	0	0	9	0	0	0
15022	98	1	1	0	0	0	53	-.056000002	.07	0	0	1	1	1	9	0	0	0	9	0	0	0
15022	99	1	1	0	0	0	60	-.057999998	.045000002	0	0	2	1	1	10	2	0	0	13	2	0	0
15022	100	1	1	0	0	0	73	-.059999999	.066	0	0	3	1	1	10	0	0	0	12	1	2	1
15022	101	1	1	0	0	0	67	-.061999999	.069499999	0	0	4	1	1	10	2	2	2	12	4	4	4
15022	102	1	1	0	0	0	93	-.063000001	.088	0	0	5	1	1	14	2	2	1	15	3	3	2
15023	98	1	1	0	0	0	53	-.49200001	.36600003	0	0	1	0	0	6	2	0	0	6	2	0	0
15023	99	1	1	0	0	0	57	-.49000001	.38700002	0	0	2	0	0	10	1	0	0	10	1	0	0
15023	100	1	1	0	0	0	56	-.48699999	.361	0	1	3	0	0	6	1	0	0	7	2	0	0
15023	101	1	1	0	0	0	65	-.484	.35249999	0	1	4	0	0	6	1	0	0	7	2	0	0
15023	102	1	1	0	0	0	67	-.48100001	.33000001	0	1	5	0	0	12	3	0	0	14	4	1	1
15023	103	1	1	0	0	0	60	-.479	.32100001	0	1	6	0	0	17	4	0	0	18	4	0	0
15023	104	1	0	0	0	0	55	-.47600001	.65900004	0	0	7	0	0	12	1	0	0	14	2	1	1
15023	105	1	0	0	0	0	52	-.47299999	.6645	0	0	8	0	0	20	0	0	0	23	1	1	1
15023	106	1	0	0	0	0	52	-.47	.62800002	0	0	9	0	0	20	7	0	0	20	7	0	0
15023	107	1	0	0	0	0	55	-.46799999	.671	0	0	10	0	0	19	6	0	0	20	7	1	1
15023	108	1	0	0	0	0	62	-.465	.72000003	0	0	11	0	0	21	5	1	1	22	6	2	2
15023	109	1	0	0	0	0	61	-.46200001	.76499999	0	0	12	0	0	13	0	0	0	14	0	0	0
15024	98	1	1	0	0	0	59	-.25299999	.12699999	0	0	1	1	0	10	2	0	0	11	2	0	0
15024	99	1	1	0	0	0	55	-.28299999	.17999999	0	0	2	1	0	9	0	0	0	10	0	1	1
15024	100	1	1	0	0	0	55	-.31400001	.18800001	0	0	3	1	0	11	5	0	0	11	5	0	0
15024	101	1	1	0	0	0	70	-.345	.21349999	0	0	4	1	0	6	1	0	0	7	2	1	0
15024	102	1	1	0	0	0	65	-.375	.22400001	0	0	5	1	0	5	2	1	0	7	3	2	1
15025	98	0	0	0	0	0	50	.30199999	.42799997	0	0	1	0	1	0	0	0	0	1	0	0	0
15025	99	0	0	0	0	0	51	.30199999	.40499997	0	0	2	0	1	5	1	0	0	5	1	0	0
15026	98	0	0	0	0	0	58	.414	.54000002	0	0	1	1	0	11	1	0	0	14	1	0	0
15026	99	0	0	0	0	0	80	.41600001	.51899999	0	0	2	1	0	22	8	1	1	23	8	1	1
15026	100	0	0	0	0	0	74	.419	.54500002	0	0	3	1	0	13	0	0	0	14	0	0	0
15026	101	0	0	0	0	0	100	.421	.55250001	0	0	4	1	0	16	3	0	0	17	3	0	0
15026	102	0	0	0	0	0	100	.42399999	.57499999	0	0	5	1	0	21	1	0	0	21	1	0	0
15026	103	0	0	0	0	0	70	.426	.58399999	0	0	6	1	0	11	0	0	0	12	1	1	1
15026	104	0	1	0	0	0	100	.428	.245	0	1	7	1	0	16	4	3	1	19	7	5	2
15026	105	0	1	0	0	0	72	.43099999	.2395	0	1	8	1	0	14	6	3	3	19	11	8	8
15026	106	0	1	0	0	0	100	.433	.27500001	0	1	9	1	0	16	8	5	4	18	10	6	5
15026	107	0	1	0	0	0	72	.435	.23200001	0	1	10	1	0	21	6	5	5	24	8	8	8
15027	98	1	1	0	0	0	54	-.40599999	.28	0	0	1	0	0	2	1	0	0	2	1	0	0
15028	98	0	0	1	0	0	52	.028000001	.154	0	0	1	1	0	9	0	0	0	11	0	0	0
15028	99	0	0	1	0	0	64	.045000002	.148	0	0	2	1	0	7	3	0	0	9	4	0	0
15028	100	0	0	1	0	0	64	.061999999	.18799999	0	0	3	1	0	12	1	0	0	12	1	0	0
15028	101	0	0	1	0	0	66	.079000004	.2105	0	0	4	1	0	15	0	0	0	15	0	0	0
15028	102	0	0	1	0	0	74	.096000001	.24699999	0	0	5	1	0	17	1	0	0	18	1	0	0
15028	103	0	0	1	0	0	70	.114	.27200001	0	0	6	1	0	33	5	2	2	33	5	2	2
15028	104	0	1	1	0	0	64	.131	.052000001	1	0	7	1	0	31	4	1	1	34	7	4	4
15028	105	0	1	1	0	0	50	.148	.043499999	0	1	8	1	0	32	0	0	0	32	0	0	0
15028	106	0	1	1	0	0	58	.16500001	.0070000067	0	1	9	1	0	33	3	2	2	38	6	6	6
15028	107	0	1	1	0	0	63	.182	.021000003	0	1	10	1	0	32	3	3	1	35	6	6	4
15028	108	0	1	1	0	0	54	.199	.055999998	0	1	11	1	0	23	3	3	0	23	3	3	0
15028	109	0	1	1	0	0	60	.21600001	.086999997	0	1	12	1	0	27	0	3	3	28	1	4	4
15029	98	1	1	1	0	0	58	-.27900001	.15300001	0	0	1	0	0	8	2	0	0	8	2	0	0
15029	99	1	1	1	0	0	55	-.29100001	.18800001	0	0	2	0	0	12	0	0	0	14	0	0	0
15029	100	1	1	1	0	0	78	-.303	.177	0	1	3	0	0	8	3	2	2	12	7	5	4
15029	101	1	1	1	0	0	81	-.315	.18349999	0	0	4	0	0	11	2	1	0	11	2	1	0
15029	102	1	1	1	0	0	78	-.32699999	.176	0	0	5	0	0	14	3	3	2	14	3	3	2
15029	103	1	1	1	0	0	74	-.33899999	.18099998	0	0	6	0	0	11	1	1	1	11	1	1	1
15029	104	1	0	1	0	0	75	-.35100001	.53400004	0	0	7	0	0	7	0	0	0	7	0	0	0
15029	105	1	0	1	0	0	77	-.36300001	.55449998	0	0	8	0	0	11	0	0	0	11	0	0	0
15029	106	1	0	1	0	0	81	-.375	.53299999	0	0	9	0	0	19	1	0	0	20	1	0	0
15029	107	1	0	1	0	0	75	-.38699999	.58999997	0	0	10	0	0	13	1	0	0	13	1	0	0
15029	108	1	0	1	0	0	74	-.39899999	.65399998	0	0	11	0	0	21	0	1	1	21	0	1	1
15029	109	1	0	1	0	0	68	-.41100001	.71399999	0	0	12	0	0	26	0	0	0	27	0	0	0
15029	110	1	1	1	0	0	74	-.42300001	.24600001	0	0	13	0	0	18	0	0	0	20	1	1	1
15030	98	0	0	0	0	0	50	.26199999	.38799998	0	0	1	1	0	4	1	0	0	4	1	0	0
15030	99	0	0	0	0	0	69	.27599999	.37899998	0	0	2	1	0	8	1	0	0	8	1	0	0
15030	100	0	0	0	0	0	73	.29100001	.417	0	0	3	1	0	9	2	2	2	9	2	2	2
15030	101	0	0	0	0	0	80	.30500001	.43650001	0	0	4	1	0	5	1	1	1	5	1	1	1
15030	102	0	0	0	0	0	72	.31900001	.47	0	0	5	1	0	2	0	0	0	3	1	1	1
15030	103	0	0	0	0	0	71	.333	.491	0	0	6	1	0	6	0	0	0	6	0	0	0
15030	104	0	1	0	0	0	67	.34799999	.16499999	1	0	7	1	0	9	1	1	0	13	2	4	2
15030	105	0	1	0	0	0	64	.36199999	.1705	1	0	8	1	0	9	0	0	0	12	0	2	2
15030	106	0	1	0	0	0	67	.37599999	.21799998	1	0	9	1	0	7	0	0	0	8	0	0	0
15031	98	1	1	0	0	0	60	-.31099999	.18499999	0	0	1	1	0	6	1	1	1	6	1	1	1
15031	99	1	1	0	0	0	57	-.296	.193	0	0	2	1	0	10	0	0	0	10	0	0	0
15031	100	1	1	0	0	0	60	-.28099999	.15499999	0	0	3	1	0	7	0	0	0	7	0	0	0
15031	101	1	1	0	0	0	70	-.26699999	.13549998	0	0	4	1	0	11	0	0	0	11	0	0	0
15031	102	1	1	0	0	0	56	-.252	.101	0	1	5	1	0	16	1	1	1	16	1	1	1
15032	98	1	1	0	0	0	60	-.40599999	.28	0	0	1	1	0	5	3	2	1	6	4	2	1
15032	99	1	1	0	0	0	67	-.35600001	.25300002	0	0	2	1	0	9	3	2	2	10	4	3	3
15032	100	1	1	0	0	0	71	-.30599999	.17999999	0	0	3	1	0	9	4	2	1	11	6	4	3
15032	101	1	1	0	0	0	70	-.25600001	.12450001	0	1	4	1	0	13	5	3	3	16	7	5	5
15032	102	1	1	0	0	0	100	-.206	.055	0	1	5	1	0	10	4	1	1	12	6	3	3
15032	103	1	1	0	0	0	47	-.156	.0019999968	0	1	6	1	0	14	2	1	1	18	6	4	3
15033	98	1	1	0	0	0	66	-.39199999	.266	0	0	1	1	0	2	1	0	0	2	1	0	0
15033	99	1	1	0	0	0	100	-.39199999	.289	0	1	2	1	0	4	1	0	0	4	1	0	0
15033	100	1	1	0	0	0	76	-.39199999	.266	0	0	3	1	0	4	1	0	0	4	1	0	0
15033	101	1	1	0	0	0	70	-.39199999	.26049998	0	0	4	1	0	13	0	0	0	15	0	0	0
15033	102	1	1	0	0	0	70	-.39199999	.241	0	0	5	1	0	13	1	1	0	14	2	2	0
15033	103	1	1	0	0	0	53	-.39199999	.23399998	0	0	6	1	0	11	1	0	0	11	1	0	0
15033	104	1	0	0	0	0	52	-.39199999	.57499999	0	0	7	1	0	3	1	0	0	3	1	0	0
15033	105	1	0	0	0	0	57	-.39199999	.58349997	0	0	8	1	0	8	0	0	0	8	0	0	0
15033	106	1	0	0	0	0	56	-.39199999	.55000001	0	0	9	1	0	12	0	0	0	12	0	0	0
15033	107	1	0	0	0	0	64	-.39199999	.59499997	0	0	10	1	0	12	0	0	0	12	0	0	0
15033	108	1	0	0	0	0	68	-.39199999	.64700001	0	0	11	1	0	13	0	0	0	14	0	0	0
15033	109	1	0	0	0	0	69	-.39199999	.69499999	0	0	12	1	0	4	1	1	1	5	1	1	1
15033	110	1	1	0	0	0	70	-.39199999	.21499999	0	1	13	1	0	13	0	1	1	14	0	1	1
15034	98	1	1	0	0	0	60	-.46399999	.338	0	0	1	1	0	2	0	0	0	2	0	0	0
15034	99	1	1	0	0	0	55	-.45899999	.35600001	0	0	2	1	0	12	3	2	1	12	3	2	1
15034	100	1	1	0	0	0	64	-.45500001	.32900003	0	0	3	1	0	23	6	1	0	23	6	1	0
15034	101	1	1	0	0	0	68	-.44999999	.31849998	0	0	4	1	0	19	3	0	0	22	3	0	0
15034	102	1	1	0	0	0	58	-.44499999	.294	0	0	5	1	0	28	1	1	1	29	2	2	2
15035	98	0	0	0	0	0	53	.27900001	.405	0	1	1	1	1	3	0	0	0	3	0	0	0
15035	99	0	0	0	0	0	100	.317	.41999999	0	0	2	1	1	9	4	1	1	10	5	2	2
15035	100	0	0	0	0	0	100	.354	.47999999	0	0	3	1	1	13	4	2	1	14	5	3	2
15035	101	0	0	0	0	0	100	.39199999	.52349997	0	0	4	1	1	9	4	1	1	9	4	1	1
15035	102	0	0	0	0	0	100	.43000001	.58100003	0	0	5	1	1	7	1	0	0	7	1	0	0
15035	103	0	0	0	0	0	61	.46799999	.62599999	0	0	6	1	1	12	4	0	0	12	4	0	0
15036	98	1	1	0	0	0	75	-.168	.041999999	0	0	1	0	0	11	0	0	0	12	0	0	0
15036	99	1	1	0	0	0	64	-.171	.068000004	0	0	2	0	0	3	0	0	0	4	0	0	0
15036	100	1	1	0	0	0	70	-.17299999	.046999995	0	0	3	0	0	9	0	0	0	10	1	1	1
15036	101	1	1	0	0	0	61	-.175	.043499999	0	0	4	0	0	9	1	0	0	9	1	0	0
15036	102	1	1	0	0	0	66	-.178	.027000003	0	1	5	0	0	20	0	0	0	20	0	0	0
15036	103	1	1	0	0	0	64	-.18000001	.022000007	0	1	6	0	0	14	3	1	1	20	9	5	5
15036	104	1	0	0	0	0	54	-.182	.36500001	0	0	7	0	0	12	1	0	0	13	1	0	0
15036	105	1	0	0	0	0	65	-.184	.37549999	0	0	8	0	0	6	3	1	0	7	3	1	0
15036	106	1	0	0	0	0	72	-.18700001	.345	0	0	9	0	0	7	0	0	0	7	0	0	0
15036	107	1	0	0	0	0	76	-.189	.39199999	0	0	10	0	0	5	2	1	1	5	2	1	1
15036	108	1	0	0	0	0	100	-.191	.44600001	0	0	11	0	0	4	0	0	0	5	0	1	1
15037	98	0	0	0	0	0	65	.51999998	.64599997	0	0	1	0	1	0	0	0	0	1	1	1	1
15037	99	0	0	0	0	0	100	.51999998	.62299997	0	0	2	0	1	4	0	0	0	4	0	0	0
15037	100	0	0	0	0	0	75	.51999998	.64599997	0	0	3	0	1	5	1	0	0	5	1	0	0
15038	98	1	1	0	0	0	61	-.142	.016000004	0	0	1	1	1	3	1	0	0	5	3	2	1
15038	99	1	1	0	0	0	99	-.142	.039000005	0	0	2	1	1	8	0	0	0	9	1	1	1
15038	100	1	1	0	0	0	70	-.142	.016000004	0	0	3	1	1	7	1	0	0	7	1	0	0
15039	98	0	0	0	0	0	66	.31200001	.43799999	0	0	1	0	0	6	2	1	1	6	2	1	1
15039	99	0	0	0	0	0	78	.31200001	.41499999	0	0	2	0	0	10	5	3	3	11	6	4	4
15040	98	0	0	0	0	0	59	.491	.61699998	0	0	1	0	0	4	1	0	0	4	1	0	0
15040	99	0	0	0	0	0	64	.479	.58200002	0	0	2	0	0	3	0	0	0	5	0	0	0
15040	100	0	0	0	0	0	64	.46700001	.59299999	0	0	3	0	0	14	3	2	2	15	3	2	2
15040	101	0	0	0	0	0	64	.45500001	.58649999	0	0	4	0	0	10	0	0	0	11	0	0	0
15040	102	0	0	0	0	0	50	.44299999	.59399998	0	0	5	0	0	8	2	0	0	9	2	0	0
15040	103	0	0	0	0	0	54	.43099999	.58899999	0	0	6	0	0	16	1	1	1	16	1	1	1
15041	98	1	1	0	0	0	51	-.28200001	.156	0	0	1	0	0	2	0	0	0	3	0	0	0
15041	99	1	1	0	0	0	50	-.30599999	.20299999	0	0	2	0	0	6	0	0	0	7	0	0	0
15041	100	1	1	0	0	0	53	-.33000001	.20400001	0	1	3	0	0	5	0	0	0	6	1	1	1
15041	101	1	1	0	0	0	62	-.354	.2225	0	1	4	0	0	7	3	0	0	11	5	3	3
15041	102	1	1	0	0	0	55	-.37799999	.227	0	1	5	0	0	9	2	1	1	9	2	1	1
15041	103	1	1	0	0	0	53	-.40200001	.244	0	1	6	0	0	13	5	3	2	14	6	4	3
15042	98	0	0	0	0	0	50	.105	.23099999	0	0	1	1	0	6	1	0	0	8	1	0	0
15042	99	0	0	0	0	0	64	.105	.20799999	0	0	2	1	0	12	1	0	0	13	1	0	0
15043	98	1	1	0	0	0	50	-.28799999	.16199999	0	0	1	1	0	11	3	1	1	18	5	2	2
15044	98	1	1	0	0	0	64	-.40000001	.27400002	0	0	1	1	0	7	1	1	0	8	2	1	0
15044	99	1	1	0	0	0	98	-.38499999	.28200001	0	0	2	1	0	13	1	0	0	13	1	0	0
15044	100	1	1	0	0	0	99	-.37	.244	0	0	3	1	0	7	0	0	0	8	0	0	0
15044	101	1	1	0	0	0	64	-.35499999	.22349998	0	0	4	1	0	11	0	0	0	11	0	0	0
15044	102	1	1	0	0	0	68	-.34	.18900001	0	0	5	1	0	27	1	0	0	29	3	2	2
15045	98	1	1	0	0	0	50	-.414	.28800002	0	0	1	0	0	3	0	0	0	4	0	0	0
15045	99	1	1	0	0	0	53	-.414	.31100002	0	0	2	0	0	6	0	0	0	6	0	0	0
15045	100	1	1	0	0	0	70	-.414	.28800002	0	0	3	0	0	9	0	1	1	10	0	2	1
15045	101	1	1	0	0	0	66	-.414	.2825	0	1	4	0	0	14	2	1	1	22	6	5	4
15046	98	1	1	0	0	0	52	-.29300001	.16700001	0	0	1	0	0	7	1	1	0	9	2	1	0
15046	99	1	1	0	0	0	51	-.32800001	.22500001	0	0	2	0	0	10	2	0	0	10	2	0	0
15046	100	1	1	0	0	0	56	-.36300001	.237	0	0	3	0	0	12	1	0	0	15	3	1	1
15046	101	1	1	0	0	0	57	-.398	.2665	0	0	4	0	0	10	1	0	0	15	4	3	3
15046	102	1	1	0	0	0	53	-.433	.28200001	0	0	5	0	0	12	1	0	0	13	1	0	0
15047	98	0	0	0	0	0	77	.50999999	.63599998	0	0	1	1	0	5	0	0	0	5	0	0	0
15047	99	0	0	0	0	0	75	.50999999	.61299998	0	0	2	1	0	8	2	1	1	8	2	1	1
15047	100	0	0	0	0	0	67	.50999999	.63599998	0	0	3	1	0	11	1	0	0	11	1	0	0
15047	101	0	0	0	0	0	67	.50999999	.6415	0	0	4	1	0	10	5	4	4	13	6	5	5
15048	98	1	1	0	0	0	50	-.057999998	.068000004	0	0	1	0	1	2	0	0	0	4	0	0	0
15048	99	1	1	0	0	0	54	-.088	.015000001	0	0	2	0	1	3	1	0	0	3	1	0	0
15048	100	1	1	0	0	0	70	-.118	.0079999994	0	0	3	0	1	5	2	1	1	7	2	1	1
15048	101	1	1	0	0	0	64	-.148	.016500002	0	0	4	0	1	11	3	2	2	11	3	2	2
15048	102	1	1	0	0	0	83	-.178	.027000003	0	1	5	0	1	8	1	0	0	13	3	1	1
15049	98	1	1	0	0	1	64	-.264	.138	0	0	1	0	1	4	1	1	1	4	1	1	1
15049	99	1	1	0	0	1	64	-.26199999	.15899999	0	0	2	0	1	4	0	0	0	5	0	0	0
15049	100	1	1	0	0	1	100	-.25999999	.13399999	0	0	3	0	1	10	1	0	0	12	3	2	2
15049	101	1	1	0	0	1	100	-.25799999	.12649998	0	0	4	0	1	7	0	0	0	7	0	0	0
15049	102	1	1	0	0	1	100	-.257	.106	0	0	5	0	1	14	3	4	4	14	3	4	4
15049	103	1	1	0	0	1	56	-.255	.096999995	0	1	6	0	1	10	5	3	2	13	8	6	5
15049	104	1	0	0	0	1	59	-.25299999	.43599999	0	0	7	0	1	4	2	1	1	4	2	1	1
15049	105	1	0	0	0	1	65	-.25099999	.4425	0	0	8	0	1	3	0	0	0	4	0	0	0
15049	106	1	0	0	0	1	63	-.249	.40700001	0	0	9	0	1	1	1	1	1	2	2	2	2
15049	107	1	0	0	0	1	63	-.248	.45100001	0	0	10	0	1	1	0	0	0	1	0	0	0
15049	108	1	0	0	0	1	61	-.24600001	.50099999	0	0	11	0	1	5	2	2	2	6	2	3	3
15049	109	1	0	0	0	1	63	-.244	.54699999	0	0	12	0	1	9	2	1	1	10	2	2	2
15049	110	1	1	0	0	1	57	-.242	.064999998	0	1	13	0	1	6	2	1	1	6	2	1	1
15050	98	1	1	0	1	0	91	-.60399997	.47799999	0	0	1	1	0	9	0	0	0	10	1	1	0
15050	99	1	1	0	1	0	91	-.60600001	.50300002	0	0	2	1	0	13	1	0	0	14	1	0	0
15050	100	1	1	0	1	0	91	-.60900003	.48300004	0	0	3	1	0	12	4	3	3	15	7	6	5
15050	101	1	1	0	1	0	93	-.61199999	.48049998	0	0	4	1	0	21	2	1	1	26	7	6	6
15050	102	1	1	0	1	0	95	-.61400002	.46300003	0	0	5	1	0	24	3	4	4	28	7	8	8
15050	103	1	1	0	1	0	94	-.61699998	.45899999	0	1	6	1	0	24	0	0	0	30	6	5	4
15050	104	1	0	0	1	0	89	-.61900002	.80200005	0	0	7	1	0	9	0	0	0	9	0	0	0
15050	105	1	0	0	1	0	92	-.62199998	.81349999	0	0	8	1	0	5	0	0	0	5	0	0	0
15050	106	1	0	0	1	0	90	-.62400001	.78200001	0	0	9	1	0	11	0	0	0	43	0	0	0
15050	107	1	0	0	1	0	87	-.62699997	.82999998	0	0	10	1	0	12	0	0	0	12	0	0	0
15050	108	1	0	0	1	0	87	-.63	.88499999	0	0	11	1	0	18	0	0	0	18	0	0	0
15050	109	1	0	0	1	0	94	-.63200003	.935	0	0	12	1	0	16	0	0	0	17	0	0	0
